timestamp,user_id,session_id,domain,action_type,entity_id,response_time_ms,device_type,product_category,price,cart_value,user_membership,referral_source,stock_available
2025-10-19 05:57:39,U013,S0068,ecommerce,view_product,eco_26,272,tablet,fashion,45221,8244,silver,instagram,yes
2025-09-18 21:16:39,U023,S0032,ecommerce,search_product,eco_85,66,tablet,grocery,33065,85133,gold,instagram,yes
2025-11-07 12:51:39,U021,S0495,ecommerce,add_to_cart,eco_246,325,desktop,home_appliances,9105,20280,platinum,direct,no
2025-10-23 06:41:39,U002,S0425,ecommerce,checkout,eco_165,290,mobile,fashion,35641,16678,platinum,google,yes
2025-09-22 04:26:39,U013,S0173,ecommerce,checkout,eco_283,77,mobile,fashion,40163,41620,silver,instagram,yes
2025-10-03 10:11:39,U006,S0496,ecommerce,search_product,eco_129,84,mobile,grocery,10210,95885,gold,email,no
2025-10-14 12:40:39,U024,S0075,ecommerce,view_product,eco_34,163,desktop,fashion,36878,27779,gold,email,no
2025-09-16 04:31:39,U010,S0207,ecommerce,checkout,eco_172,50,desktop,electronics,44428,12682,platinum,direct,yes
2025-10-17 21:19:39,U030,S0117,ecommerce,checkout,eco_122,280,tablet,grocery,5572,89041,gold,google,no
2025-09-22 13:16:39,U026,S0027,ecommerce,view_product,eco_65,295,tablet,electronics,42764,52731,gold,google,yes
2025-11-12 11:34:39,U019,S0286,ecommerce,checkout,eco_132,64,desktop,home_appliances,48988,49552,platinum,instagram,yes
2025-10-30 13:44:39,U024,S0449,ecommerce,view_product,eco_127,367,tablet,fashion,13578,24407,silver,instagram,yes
2025-09-23 10:05:39,U003,S0358,ecommerce,search_product,eco_171,203,tablet,fashion,6996,91841,gold,direct,yes
2025-10-24 06:59:39,U019,S0198,ecommerce,search_product,eco_131,71,mobile,home_appliances,25009,61144,gold,email,no
2025-11-13 22:47:39,U022,S0449,ecommerce,view_product,eco_238,61,tablet,electronics,25811,38821,gold,direct,yes
2025-09-16 02:29:39,U023,S0422,ecommerce,search_product,eco_99,60,mobile,home_appliances,19531,84758,platinum,email,yes
2025-11-04 21:48:39,U028,S0402,ecommerce,add_to_cart,eco_160,128,tablet,home_appliances,30763,53527,gold,direct,no
2025-11-06 14:13:39,U011,S0436,ecommerce,checkout,eco_48,60,mobile,electronics,41326,49140,platinum,google,yes
2025-11-10 17:43:39,U017,S0451,ecommerce,search_product,eco_93,41,mobile,electronics,32942,7130,platinum,email,yes
2025-09-17 07:41:39,U028,S0455,ecommerce,view_product,eco_295,126,mobile,fashion,37815,95164,silver,email,yes
2025-10-08 11:16:39,U024,S0443,ecommerce,add_to_cart,eco_76,59,desktop,fashion,10331,14207,gold,email,yes
2025-11-04 07:37:39,U016,S0397,ecommerce,search_product,eco_204,382,desktop,grocery,47949,22681,gold,email,yes
2025-11-08 22:37:39,U001,S0253,ecommerce,add_to_cart,eco_51,103,tablet,electronics,8542,21997,gold,instagram,yes
2025-09-24 01:43:39,U001,S0409,ecommerce,add_to_cart,eco_79,322,tablet,electronics,28619,1526,gold,email,yes
2025-10-11 18:36:39,U005,S0377,ecommerce,checkout,eco_214,268,mobile,home_appliances,10170,19725,gold,instagram,yes
2025-11-06 22:03:39,U019,S0155,ecommerce,add_to_cart,eco_126,313,mobile,fashion,29951,52082,platinum,google,yes
2025-10-14 02:52:39,U006,S0153,ecommerce,view_product,eco_32,344,desktop,home_appliances,9568,31898,platinum,email,yes
2025-10-04 02:21:39,U013,S0010,ecommerce,view_product,eco_234,125,mobile,grocery,22655,33235,silver,instagram,no
2025-10-07 04:58:39,U013,S0199,ecommerce,view_product,eco_120,387,tablet,grocery,49261,15063,gold,instagram,no
2025-09-27 06:45:39,U023,S0338,ecommerce,view_product,eco_170,299,mobile,electronics,30152,78683,gold,instagram,no
2025-09-26 18:54:39,U029,S0173,ecommerce,view_product,eco_217,103,desktop,fashion,49481,20633,platinum,email,no
2025-10-24 23:11:39,U018,S0406,ecommerce,checkout,eco_81,378,mobile,grocery,43688,87899,silver,email,no
2025-09-28 07:07:39,U020,S0349,ecommerce,add_to_cart,eco_9,156,tablet,electronics,3842,89510,gold,google,yes
2025-10-08 06:54:39,U017,S0169,ecommerce,checkout,eco_24,277,desktop,home_appliances,24731,54784,silver,email,no
2025-10-26 14:57:39,U010,S0098,ecommerce,search_product,eco_16,94,mobile,electronics,37684,57902,silver,instagram,no
2025-09-14 03:18:39,U003,S0416,ecommerce,view_product,eco_291,382,mobile,fashion,6307,50324,platinum,direct,no
2025-10-04 17:24:39,U015,S0058,ecommerce,add_to_cart,eco_156,60,mobile,home_appliances,22417,99200,platinum,direct,no
2025-10-10 20:11:39,U010,S0429,ecommerce,view_product,eco_83,303,tablet,fashion,31322,56779,silver,direct,no
2025-10-08 01:13:39,U004,S0316,ecommerce,checkout,eco_160,361,desktop,grocery,37452,52074,platinum,direct,no
2025-10-31 21:19:39,U014,S0042,ecommerce,checkout,eco_170,115,tablet,home_appliances,4751,56345,silver,email,no
2025-11-13 20:30:39,U014,S0140,ecommerce,view_product,eco_222,277,tablet,home_appliances,19049,92275,platinum,google,no
2025-09-18 00:06:39,U029,S0340,ecommerce,view_product,eco_208,55,mobile,fashion,26364,92264,silver,direct,no
2025-10-02 05:14:39,U026,S0016,ecommerce,search_product,eco_132,391,mobile,fashion,24700,40461,gold,instagram,no
2025-09-20 11:39:39,U001,S0189,ecommerce,add_to_cart,eco_124,50,desktop,home_appliances,32769,20207,silver,instagram,yes
2025-10-03 09:59:39,U001,S0089,ecommerce,add_to_cart,eco_219,267,desktop,fashion,38017,52148,gold,email,yes
2025-10-04 03:37:39,U019,S0225,ecommerce,checkout,eco_192,202,mobile,fashion,8806,98700,platinum,google,yes
2025-09-26 22:20:39,U023,S0147,ecommerce,checkout,eco_270,81,desktop,fashion,6532,64558,silver,email,yes
2025-09-19 14:25:39,U024,S0018,ecommerce,view_product,eco_165,299,tablet,home_appliances,269,54743,gold,google,no
2025-09-14 09:50:39,U003,S0096,ecommerce,search_product,eco_149,52,mobile,fashion,26157,80037,gold,email,yes
2025-10-28 12:58:39,U008,S0095,ecommerce,add_to_cart,eco_263,386,tablet,home_appliances,28963,77450,gold,instagram,no
2025-10-15 09:46:39,U012,S0070,ecommerce,view_product,eco_31,171,desktop,fashion,18901,6102,gold,email,yes
2025-10-13 08:55:39,U029,S0334,ecommerce,view_product,eco_298,50,desktop,fashion,30650,51570,gold,direct,yes
2025-10-21 02:52:39,U009,S0172,ecommerce,add_to_cart,eco_14,82,desktop,fashion,24822,19376,gold,email,no
2025-11-13 13:45:39,U009,S0466,ecommerce,view_product,eco_265,252,tablet,fashion,4919,14544,gold,instagram,yes
2025-09-27 12:37:39,U025,S0480,ecommerce,add_to_cart,eco_134,294,desktop,grocery,2478,76579,silver,google,yes
2025-09-19 02:48:39,U019,S0261,ecommerce,checkout,eco_222,381,desktop,home_appliances,33390,74864,platinum,email,no
2025-11-06 02:00:39,U021,S0159,ecommerce,checkout,eco_30,56,tablet,grocery,23024,23710,silver,google,no
2025-09-19 16:23:39,U001,S0331,ecommerce,search_product,eco_48,358,mobile,home_appliances,37566,34777,gold,direct,yes
2025-10-18 09:53:39,U006,S0183,ecommerce,add_to_cart,eco_278,356,desktop,home_appliances,19612,83604,platinum,google,no
2025-10-09 12:35:39,U028,S0007,ecommerce,view_product,eco_243,375,desktop,electronics,20378,29116,gold,google,yes
2025-10-25 19:37:39,U029,S0002,ecommerce,search_product,eco_129,158,mobile,fashion,37902,36940,platinum,google,no
2025-09-23 21:20:39,U025,S0063,ecommerce,search_product,eco_152,323,tablet,electronics,10022,95695,gold,google,no
2025-09-19 00:01:39,U022,S0282,ecommerce,checkout,eco_142,90,desktop,fashion,7774,95609,silver,google,yes
2025-10-16 20:29:39,U012,S0121,ecommerce,add_to_cart,eco_129,365,desktop,electronics,47671,72422,gold,direct,yes
2025-11-14 10:44:39,U007,S0462,ecommerce,search_product,eco_20,77,mobile,home_appliances,18660,78985,silver,google,no
2025-10-04 02:44:39,U026,S0494,ecommerce,view_product,eco_210,364,tablet,fashion,25344,54181,gold,google,no
2025-09-27 02:52:39,U023,S0228,ecommerce,search_product,eco_31,119,desktop,electronics,9426,30367,gold,google,yes
2025-10-03 18:56:39,U009,S0008,ecommerce,search_product,eco_69,136,tablet,fashion,7377,37745,silver,direct,no
2025-09-30 14:03:39,U005,S0487,ecommerce,search_product,eco_183,316,desktop,electronics,41991,57724,silver,direct,no
2025-09-18 22:11:39,U011,S0386,ecommerce,checkout,eco_38,316,desktop,grocery,3316,45894,platinum,direct,no
2025-10-09 09:31:39,U004,S0290,ecommerce,add_to_cart,eco_102,393,desktop,home_appliances,41642,59486,gold,email,yes
2025-10-29 18:42:39,U016,S0480,ecommerce,view_product,eco_98,264,tablet,fashion,1000,331,silver,direct,yes
2025-09-21 20:12:39,U004,S0189,ecommerce,checkout,eco_34,136,mobile,home_appliances,3345,8328,silver,direct,yes
2025-09-14 19:31:39,U010,S0318,ecommerce,checkout,eco_81,365,desktop,home_appliances,37349,73813,silver,direct,yes
2025-10-18 19:51:39,U025,S0469,ecommerce,checkout,eco_241,107,tablet,fashion,28499,78351,silver,instagram,no
2025-09-15 07:41:39,U004,S0121,ecommerce,search_product,eco_114,306,desktop,electronics,17577,67024,platinum,email,no
2025-10-31 07:32:39,U011,S0438,ecommerce,view_product,eco_40,175,tablet,fashion,21853,74617,silver,google,no
2025-10-22 13:45:39,U001,S0051,ecommerce,checkout,eco_134,91,desktop,fashion,23711,12826,gold,instagram,no
2025-09-23 20:51:39,U002,S0066,ecommerce,view_product,eco_77,367,tablet,home_appliances,49350,13987,platinum,email,yes
2025-09-26 04:52:39,U026,S0405,ecommerce,view_product,eco_53,214,desktop,grocery,7889,12862,gold,google,yes
2025-09-24 03:33:39,U017,S0067,ecommerce,view_product,eco_55,164,mobile,home_appliances,48761,84567,silver,google,yes
2025-10-22 06:30:39,U008,S0410,ecommerce,add_to_cart,eco_65,195,desktop,grocery,7122,95639,silver,email,no
2025-10-28 15:54:39,U011,S0347,ecommerce,add_to_cart,eco_190,123,desktop,electronics,22689,24289,silver,instagram,no
2025-09-15 21:24:39,U030,S0308,ecommerce,checkout,eco_14,317,mobile,home_appliances,21219,76658,platinum,instagram,no
2025-10-29 09:54:39,U030,S0227,ecommerce,view_product,eco_1,251,mobile,home_appliances,45546,95913,gold,direct,yes
2025-09-20 11:58:39,U020,S0493,ecommerce,checkout,eco_168,71,mobile,fashion,48794,90222,platinum,direct,yes
2025-10-24 09:56:39,U005,S0027,ecommerce,search_product,eco_160,359,desktop,electronics,35340,66791,platinum,email,no
2025-11-02 05:42:39,U004,S0179,ecommerce,checkout,eco_138,376,mobile,home_appliances,40851,67671,gold,instagram,yes
2025-10-23 06:12:39,U009,S0441,ecommerce,search_product,eco_72,172,desktop,grocery,38312,71698,silver,email,yes
2025-11-06 20:24:39,U004,S0108,ecommerce,search_product,eco_266,59,tablet,home_appliances,44224,34656,platinum,instagram,yes
2025-10-01 02:15:39,U029,S0496,ecommerce,view_product,eco_62,198,mobile,electronics,30140,78759,gold,google,no
2025-10-04 01:30:39,U016,S0069,ecommerce,view_product,eco_5,198,mobile,fashion,18978,99236,gold,google,no
2025-09-25 02:33:39,U025,S0110,ecommerce,checkout,eco_102,376,tablet,grocery,31339,22698,silver,instagram,no
2025-11-04 16:19:39,U015,S0391,ecommerce,view_product,eco_218,113,desktop,fashion,13272,47453,gold,google,yes
2025-10-22 18:43:39,U023,S0281,ecommerce,search_product,eco_228,136,mobile,home_appliances,22298,49988,platinum,email,no
2025-11-11 20:53:39,U030,S0137,ecommerce,search_product,eco_154,240,tablet,home_appliances,10917,99505,platinum,email,yes
2025-11-01 05:21:39,U019,S0229,ecommerce,checkout,eco_104,51,mobile,fashion,34948,93383,platinum,google,no
2025-09-25 05:21:39,U017,S0086,ecommerce,view_product,eco_83,105,mobile,grocery,35164,49019,gold,instagram,yes
2025-10-03 04:34:39,U024,S0219,ecommerce,view_product,eco_296,314,tablet,grocery,21108,92247,silver,email,yes
2025-10-20 11:24:39,U022,S0230,ecommerce,checkout,eco_169,363,desktop,electronics,10061,85673,silver,direct,no
2025-10-29 17:00:39,U013,S0393,ecommerce,search_product,eco_206,200,mobile,fashion,38665,29621,platinum,instagram,no
2025-11-03 10:45:39,U019,S0180,ecommerce,add_to_cart,eco_300,125,tablet,electronics,48389,21293,silver,email,no
2025-09-25 10:30:39,U011,S0020,ecommerce,add_to_cart,eco_231,290,mobile,fashion,49747,41988,silver,email,yes
2025-09-29 13:27:39,U025,S0004,ecommerce,search_product,eco_29,165,desktop,fashion,46060,36509,gold,instagram,yes
2025-09-26 11:58:39,U003,S0233,ecommerce,checkout,eco_247,366,mobile,fashion,31369,87576,gold,email,no
2025-11-03 06:48:39,U010,S0156,ecommerce,checkout,eco_139,65,desktop,grocery,5343,85938,platinum,google,no
2025-09-25 21:10:39,U026,S0425,ecommerce,add_to_cart,eco_199,243,tablet,home_appliances,24908,68082,gold,email,yes
2025-10-11 01:49:39,U029,S0139,ecommerce,search_product,eco_119,293,desktop,fashion,28308,20911,platinum,google,yes
2025-11-12 14:38:39,U022,S0428,ecommerce,search_product,eco_61,50,desktop,home_appliances,2119,5321,gold,instagram,yes
2025-10-30 17:19:39,U012,S0061,ecommerce,view_product,eco_91,44,tablet,fashion,42611,71514,gold,google,yes
2025-10-08 11:53:39,U010,S0048,ecommerce,checkout,eco_299,209,desktop,electronics,4871,39950,silver,direct,no
2025-10-15 15:20:39,U001,S0217,ecommerce,checkout,eco_212,79,tablet,fashion,22691,79076,silver,google,no
2025-10-10 20:13:39,U029,S0256,ecommerce,search_product,eco_172,248,desktop,grocery,13243,48864,platinum,instagram,yes
2025-10-15 09:23:39,U003,S0324,ecommerce,search_product,eco_202,132,tablet,grocery,5589,2313,gold,instagram,yes
2025-11-01 17:44:39,U003,S0097,ecommerce,search_product,eco_102,338,tablet,fashion,47136,23909,gold,direct,yes
2025-10-04 23:11:39,U030,S0466,ecommerce,add_to_cart,eco_269,200,tablet,grocery,26597,23611,platinum,instagram,no
2025-09-14 16:07:39,U003,S0023,ecommerce,add_to_cart,eco_195,41,mobile,home_appliances,43224,48718,platinum,direct,yes
2025-09-28 21:07:39,U019,S0256,ecommerce,add_to_cart,eco_238,109,mobile,home_appliances,9799,7064,platinum,instagram,no
2025-09-13 04:01:39,U008,S0348,ecommerce,add_to_cart,eco_11,138,mobile,home_appliances,22976,80488,platinum,email,yes
2025-10-12 04:55:39,U009,S0494,ecommerce,view_product,eco_130,352,desktop,electronics,8931,78807,silver,email,no
2025-10-29 06:07:39,U027,S0315,ecommerce,checkout,eco_103,280,desktop,electronics,33740,98572,gold,email,no
2025-09-22 15:59:39,U006,S0251,ecommerce,search_product,eco_74,101,desktop,grocery,27538,51854,gold,email,no
2025-10-28 21:00:39,U022,S0151,ecommerce,checkout,eco_115,113,mobile,fashion,22023,67476,platinum,google,no
2025-10-14 03:37:39,U028,S0412,ecommerce,add_to_cart,eco_217,257,tablet,home_appliances,19005,96203,gold,instagram,yes
2025-10-25 09:09:39,U021,S0400,ecommerce,view_product,eco_130,360,mobile,home_appliances,43076,48304,platinum,direct,no
2025-10-27 18:56:39,U022,S0118,ecommerce,add_to_cart,eco_125,90,desktop,home_appliances,23751,80528,platinum,instagram,yes
2025-10-04 15:15:39,U005,S0167,ecommerce,checkout,eco_123,300,tablet,grocery,47549,17263,gold,google,yes
2025-09-29 18:41:39,U009,S0117,ecommerce,checkout,eco_118,361,tablet,electronics,21040,70465,gold,direct,yes
2025-09-30 11:10:39,U011,S0420,ecommerce,checkout,eco_64,186,mobile,electronics,17979,74404,platinum,email,no
2025-10-19 17:34:39,U024,S0472,ecommerce,view_product,eco_46,288,mobile,home_appliances,29960,74912,silver,direct,yes
2025-09-29 08:43:39,U005,S0014,ecommerce,add_to_cart,eco_96,76,desktop,home_appliances,8474,38363,platinum,direct,no
2025-11-09 14:18:39,U028,S0076,ecommerce,search_product,eco_96,41,desktop,electronics,5002,99988,silver,google,no
2025-10-01 07:41:39,U010,S0097,ecommerce,checkout,eco_7,142,desktop,grocery,22068,58264,platinum,google,no
2025-10-22 23:53:39,U024,S0158,ecommerce,checkout,eco_140,394,mobile,electronics,13957,51745,gold,direct,no
2025-09-21 22:42:39,U003,S0021,ecommerce,checkout,eco_171,146,desktop,home_appliances,20631,34786,platinum,direct,no
2025-10-05 07:28:39,U005,S0361,ecommerce,add_to_cart,eco_67,144,mobile,electronics,21390,63906,gold,instagram,yes
2025-09-30 16:04:39,U002,S0110,ecommerce,search_product,eco_232,346,mobile,grocery,38576,20311,silver,instagram,yes
2025-11-03 17:31:39,U023,S0198,ecommerce,add_to_cart,eco_215,315,mobile,home_appliances,21062,61718,silver,google,yes
2025-09-30 21:18:39,U017,S0471,ecommerce,search_product,eco_72,161,desktop,fashion,3051,27006,platinum,google,no
2025-09-16 15:54:39,U001,S0323,ecommerce,checkout,eco_250,157,tablet,home_appliances,5123,76382,platinum,email,yes
2025-10-12 03:16:39,U030,S0039,ecommerce,checkout,eco_86,249,desktop,home_appliances,32583,50445,silver,google,no
2025-10-30 11:29:39,U018,S0185,ecommerce,checkout,eco_65,224,desktop,fashion,10521,35273,silver,direct,yes
2025-11-11 02:46:39,U025,S0244,ecommerce,search_product,eco_261,311,tablet,electronics,15116,19137,platinum,email,no
2025-10-28 16:33:39,U002,S0318,ecommerce,add_to_cart,eco_244,390,desktop,fashion,45882,14681,silver,email,no
2025-10-07 04:58:39,U028,S0474,ecommerce,view_product,eco_70,118,mobile,fashion,34984,41038,silver,email,yes
2025-11-11 03:01:39,U012,S0293,ecommerce,add_to_cart,eco_194,180,tablet,fashion,9895,47943,gold,email,no
2025-10-25 06:12:39,U009,S0500,ecommerce,add_to_cart,eco_84,43,tablet,electronics,12089,98476,silver,instagram,no
2025-09-14 21:21:39,U017,S0281,ecommerce,add_to_cart,eco_76,141,desktop,home_appliances,1855,2037,gold,direct,yes
2025-10-27 11:40:39,U022,S0360,ecommerce,add_to_cart,eco_192,279,mobile,home_appliances,28762,91540,silver,google,yes
2025-11-12 20:30:39,U022,S0418,ecommerce,view_product,eco_10,252,desktop,fashion,43456,37823,silver,google,yes
2025-09-22 10:31:39,U017,S0460,ecommerce,search_product,eco_19,350,desktop,fashion,43404,61820,gold,instagram,yes
2025-10-30 17:51:39,U008,S0377,ecommerce,add_to_cart,eco_278,394,desktop,home_appliances,27156,89808,gold,direct,yes
2025-10-05 13:08:39,U018,S0060,ecommerce,checkout,eco_105,207,desktop,fashion,43566,72962,silver,google,yes
2025-11-12 04:50:39,U006,S0246,ecommerce,search_product,eco_187,131,tablet,grocery,28621,82883,platinum,direct,no
2025-10-25 19:52:39,U009,S0085,ecommerce,view_product,eco_31,102,tablet,fashion,42090,6470,platinum,email,yes
2025-10-21 07:28:39,U020,S0116,ecommerce,add_to_cart,eco_51,55,tablet,fashion,36355,95037,silver,email,no
2025-10-28 11:18:39,U018,S0243,ecommerce,search_product,eco_202,335,tablet,electronics,37261,38985,gold,google,yes
2025-10-07 18:52:39,U015,S0231,ecommerce,checkout,eco_262,112,desktop,grocery,39564,90758,gold,google,yes
2025-10-02 14:56:39,U019,S0414,ecommerce,search_product,eco_253,170,desktop,fashion,1270,53344,gold,instagram,yes
2025-11-14 10:53:39,U013,S0164,ecommerce,add_to_cart,eco_216,240,desktop,fashion,46640,79699,platinum,email,yes
2025-11-13 00:10:39,U018,S0292,ecommerce,add_to_cart,eco_265,82,tablet,grocery,49379,22964,gold,direct,no
2025-10-10 17:26:39,U026,S0399,ecommerce,add_to_cart,eco_248,378,desktop,fashion,17131,332,platinum,direct,no
2025-10-18 20:55:39,U009,S0282,ecommerce,add_to_cart,eco_71,267,desktop,electronics,19187,16852,platinum,google,yes
2025-10-26 09:14:39,U003,S0331,ecommerce,view_product,eco_44,123,tablet,home_appliances,32564,29290,silver,instagram,yes
2025-11-14 11:45:39,U030,S0004,ecommerce,search_product,eco_115,224,tablet,grocery,38379,93930,platinum,instagram,yes
2025-09-26 07:07:39,U006,S0429,ecommerce,add_to_cart,eco_119,275,mobile,home_appliances,47322,87767,gold,google,yes
2025-11-05 05:09:39,U023,S0282,ecommerce,view_product,eco_203,125,tablet,home_appliances,43184,43669,gold,direct,no
2025-10-31 11:00:39,U015,S0379,ecommerce,checkout,eco_136,330,desktop,electronics,12301,24252,platinum,direct,no
2025-11-02 23:16:39,U030,S0279,ecommerce,view_product,eco_180,353,tablet,grocery,7965,82662,silver,google,yes
2025-09-17 06:09:39,U029,S0329,ecommerce,add_to_cart,eco_251,314,mobile,fashion,42954,19899,silver,instagram,no
2025-10-12 13:00:39,U004,S0375,ecommerce,checkout,eco_80,48,tablet,electronics,24086,57152,gold,email,no
2025-10-12 09:13:39,U008,S0240,ecommerce,add_to_cart,eco_40,280,mobile,home_appliances,15837,40268,platinum,google,no
2025-11-08 14:24:39,U026,S0243,ecommerce,checkout,eco_177,188,desktop,home_appliances,42989,85317,platinum,google,yes
2025-10-02 11:50:39,U024,S0325,ecommerce,add_to_cart,eco_20,328,desktop,home_appliances,28810,84856,platinum,instagram,no
2025-10-12 00:49:39,U002,S0331,ecommerce,search_product,eco_23,95,desktop,grocery,14924,637,silver,direct,no
2025-10-09 04:29:39,U006,S0195,ecommerce,view_product,eco_111,55,mobile,fashion,11467,87207,silver,direct,yes
2025-10-15 02:04:39,U002,S0289,ecommerce,checkout,eco_64,384,mobile,fashion,46579,15384,platinum,email,no
2025-09-18 03:20:39,U004,S0142,ecommerce,add_to_cart,eco_78,111,mobile,home_appliances,29410,80636,silver,direct,no
2025-09-15 18:28:39,U001,S0084,ecommerce,search_product,eco_128,167,desktop,grocery,46795,81405,gold,instagram,yes
2025-11-07 13:22:39,U010,S0268,ecommerce,search_product,eco_291,131,tablet,fashion,49422,46374,silver,instagram,yes
2025-10-28 04:59:39,U016,S0123,ecommerce,view_product,eco_232,365,mobile,grocery,31325,41033,platinum,direct,yes
2025-11-02 08:20:39,U012,S0387,ecommerce,view_product,eco_99,177,desktop,electronics,30116,98541,platinum,direct,yes
2025-11-01 00:32:39,U014,S0334,ecommerce,view_product,eco_255,400,mobile,home_appliances,9521,44865,silver,instagram,yes
2025-10-24 14:17:39,U017,S0222,ecommerce,checkout,eco_178,162,mobile,fashion,4515,38812,gold,email,no
2025-09-15 02:25:39,U026,S0419,ecommerce,search_product,eco_110,44,mobile,grocery,45462,45218,platinum,google,no
2025-11-05 08:18:39,U023,S0495,ecommerce,view_product,eco_194,78,tablet,grocery,2383,55865,silver,instagram,no
2025-11-04 11:45:39,U012,S0060,ecommerce,search_product,eco_19,267,mobile,electronics,47064,77241,platinum,google,no
2025-10-25 14:56:39,U001,S0380,ecommerce,checkout,eco_126,298,tablet,grocery,4294,24836,gold,direct,no
2025-10-13 01:48:39,U014,S0003,ecommerce,search_product,eco_211,332,desktop,electronics,17375,370,platinum,instagram,no
2025-11-02 06:39:39,U006,S0467,ecommerce,checkout,eco_278,246,desktop,grocery,17019,77091,gold,email,yes
2025-11-08 02:12:39,U005,S0302,ecommerce,add_to_cart,eco_129,282,mobile,electronics,39866,17888,platinum,google,yes
2025-09-21 15:02:39,U026,S0120,ecommerce,add_to_cart,eco_181,317,mobile,home_appliances,30221,30825,silver,email,yes
2025-11-10 19:32:39,U002,S0041,ecommerce,add_to_cart,eco_86,289,desktop,grocery,35568,63550,gold,email,yes
2025-10-10 19:50:39,U009,S0138,ecommerce,view_product,eco_87,96,tablet,grocery,43650,11726,gold,instagram,no
2025-10-21 10:24:39,U001,S0191,ecommerce,add_to_cart,eco_256,109,desktop,home_appliances,19678,12342,platinum,email,no
2025-09-13 01:04:39,U028,S0447,ecommerce,search_product,eco_178,119,mobile,fashion,36596,88707,gold,direct,no
2025-09-28 23:31:39,U001,S0184,ecommerce,checkout,eco_19,179,desktop,grocery,29523,79139,gold,direct,yes
2025-10-09 04:30:39,U011,S0129,ecommerce,add_to_cart,eco_35,347,desktop,fashion,9220,97759,gold,instagram,no
2025-09-30 06:33:39,U009,S0410,ecommerce,checkout,eco_186,339,mobile,fashion,26493,89415,gold,google,no
2025-09-13 19:43:39,U024,S0012,ecommerce,search_product,eco_45,329,tablet,home_appliances,35136,10836,platinum,email,yes
2025-09-21 23:35:39,U009,S0461,ecommerce,search_product,eco_44,133,tablet,electronics,44137,54508,gold,google,yes
2025-09-26 07:16:39,U018,S0176,ecommerce,search_product,eco_185,331,mobile,home_appliances,38186,68226,silver,instagram,no
2025-10-25 11:45:39,U006,S0063,ecommerce,search_product,eco_234,299,mobile,grocery,10501,25915,platinum,direct,no
2025-10-05 21:04:39,U018,S0009,ecommerce,search_product,eco_30,240,mobile,fashion,7980,32709,silver,google,no
2025-10-15 18:16:39,U004,S0066,ecommerce,add_to_cart,eco_190,224,mobile,fashion,4565,41770,silver,instagram,yes
2025-10-10 06:41:39,U027,S0290,ecommerce,view_product,eco_135,222,tablet,home_appliances,18388,1776,platinum,google,yes
